Invoice No;Invoice Date;Party Name;City;State;Cat No;Product Description;Product Category;Quantity;Rate;Total Amt;Net Amount;TCS;Freight;Disc %;Adjustment Of Goods Return;LR No;LR Date;Transporter Name;Order No;PO No;Order Dt;Sales Person Name
JSC-00923/25-26;04.06.2025;RESEARCH AID INSTRUMENTS & SERVICES;Baddi;Himachal Pradesh;66191ME;ME25/21 ST 0.45uM 47MM 2000/PK;Pall;2;21978;43956;52635;0;650;86.10;0;5,01E+11;04.06.2025;TRACKON COURIERS PVT.LTD.;SOP-00770/25-26;RAB/24052025;24.05.2025;Nitin
JSC-00924/25-26;04.06.2025;International Scientific Instrument Co;Delhi;Delhi;1882-866;EPM-2000 8x10IN 100/PK;461 GF Lab Catalogue;1;44787.6;44787.6;113079;0;1000;42.00;0;100422744;04.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00924/25-26;ISIC-PO-2025-26-094;04.06.2025;Rakesh Ranjan
JSC-00924/25-26;04.06.2025;International Scientific Instrument Co;Delhi;Delhi;1851-047;QMA 4.7CM 100/PK;461 GF Lab Catalogue;3;16680.8;50042.4;;;;42.00;0;100422744;04.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00924/25-26;ISIC-PO-2025-26-094;04.06.2025;Rakesh Ranjan
JSC-00925/25-26;05.06.2025;ZENITH INDIA;Guwahati;Assam;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;2;10817;21634;663692;0;0;42.00;0;51599596521;05.06.2025;BLUE DART EXPRESS LTD;SOP-00925/25-26;ZI/PO/W-0210/25-26;02.06.2025;Sudip
JSC-00925/25-26;05.06.2025;ZENITH INDIA;Guwahati;Assam;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;50;3456.8;172840;;;;42.00;0;51599596521;05.06.2025;BLUE DART EXPRESS LTD;SOP-00925/25-26;ZI/PO/W-0210/25-26;02.06.2025;Sudip
JSC-00925/25-26;05.06.2025;ZENITH INDIA;Guwahati;Assam;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;50;3590.2;179510;;;;42.00;0;51599596521;05.06.2025;BLUE DART EXPRESS LTD;SOP-00925/25-26;ZI/PO/W-0210/25-26;02.06.2025;Sudip
JSC-00925/25-26;05.06.2025;ZENITH INDIA;Guwahati;Assam;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;50;3427.8;171390;;;;42.00;0;51599596521;05.06.2025;BLUE DART EXPRESS LTD;SOP-00925/25-26;ZI/PO/W-0210/25-26;02.06.2025;Sudip
JSC-00925/25-26;05.06.2025;ZENITH INDIA;Guwahati;Assam;2800-258;THIMBLE ST 25x80MM 25/PK;469 CF Lab Catalogue Thimbles;2;9088.6;18177.2;;;;42.00;0;51599596521;05.06.2025;BLUE DART EXPRESS LTD;SOP-00925/25-26;ZI/PO/W-0210/25-26;02.06.2025;Sudip
JSC-00926/25-26;05.06.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;50;1125.2;56260;768191;0;0;42.00;0;BWD/599;07.06.2025;Jay Roadways;SOP-00937/25-26;AK/226;04.06.2025;Ashish
JSC-00926/25-26;05.06.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;6;10817;64902;;;;42.00;0;BWD/599;07.06.2025;Jay Roadways;SOP-00937/25-26;AK/226;04.06.2025;Ashish
JSC-00926/25-26;05.06.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;30;3456.8;103704;;;;42.00;0;BWD/599;07.06.2025;Jay Roadways;SOP-00937/25-26;AK/226;04.06.2025;Ashish
JSC-00926/25-26;05.06.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;80;3590.2;287216;;;;42.00;0;BWD/599;07.06.2025;Jay Roadways;SOP-00937/25-26;AK/226;04.06.2025;Ashish
JSC-00926/25-26;05.06.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;30;3427.8;102834;;;;42.00;0;BWD/599;07.06.2025;Jay Roadways;SOP-00937/25-26;AK/226;04.06.2025;Ashish
JSC-00926/25-26;05.06.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1703-050;ASHLESS CLIPPINGS 500g/PK;471 Lab Catalogue Speciality;8;4924.2;39393.6;;;;42.00;0;BWD/599;07.06.2025;Jay Roadways;SOP-00937/25-26;AK/226;04.06.2025;Ashish
JSC-00927/25-26;05.06.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;2;1125.2;2250.4;12449;0;300;42.00;0;2,01E+11;05.06.2025;Mahavir Courier;SOP-00934/25-26,SOP-00932/25-26;000448SR,000444;04.06.2025;Shishir
JSC-00927/25-26;05.06.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;NX047100I;Ultipor Nylon Filter Disc 47mm 100pk;PALL LIFESCIENCE;10;800;8000;;;;84.91;0;2,01E+11;05.06.2025;Mahavir Courier;SOP-00934/25-26,SOP-00932/25-26;000448SR,000444;04.06.2025;Shishir
JSC-00928/25-26;05.06.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;66191;GN6 grid .45um 47mm gam bulk 2000pk;Pall Life Science;1;21978;21978;190426;0;400;0.00;0;2,01E+11;05.06.2025;Mahavir Courier;SOP-04321/24-25,SOP-05731/24-25;AF-P-123/24-25,AF-P-173/24-25-A;20.12.2024;Shishir
JSC-00928/25-26;05.06.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;13186;Sentino Microbiology Pump Global 1pk;PALL LIFESCIENCE;1;139000;139000;;;;45.06;0;2,01E+11;05.06.2025;Mahavir Courier;SOP-04321/24-25,SOP-05731/24-25;AF-P-123/24-25,AF-P-173/24-25-A;20.12.2024;Shishir
JSC-00929/25-26;05.06.2025;GA INSTRUMENTS (P) LTD;Chennai;Tamil Nadu;1830-6236;HGF61 30MMX20M CORE 40.5MM 1/PK;465 GF Custom;4;2973.6;11894.4;14153;0;100;37.00;0;200277170;05.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00929/25-26;PO/0070/25-26;04.06.2025;Elumalai
JSC-00930/25-26;05.06.2025;International Scientific Instrument Co;Delhi;Delhi;1882-866;EPM-2000 8x10IN 100/PK;461 GF Lab Catalogue;1;44787.6;44787.6;52849;0;0;42.00;0;100422809;05.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00939/25-26;ISIC-PO-2025-26-096;04.06.2025;Rakesh Ranjan
JSC-00931/25-26;05.06.2025;ASSAM CHEMICALS & INSTRUMENTS CORPORATION;Jorhat;Assam;1703-050;ASHLESS CLIPPINGS 500g/PK;471 Lab Catalogue Speciality;6;4924.2;29545.2;35099;0;200;42.00;0;100422810;05.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00935/25-26;ACIC/25-26/NTH 04 JUNE;04.06.2025;Sudip
JSC-00932/25-26;05.06.2025;MALTI LAB SOLUTIONS PRIVATE LIMITED;Thane;Maharashtra;1441-090;GR 41 9CM 100/PK;468 CF Lab Catalogue Quantitative;2;2412.8;4825.6;12631;0;50;42.00;0;1,00E+11;05.06.2025;TRACKON COURIER P.LTD;SOP-00930/25-26,SOP-00923/25-26;MLS/KAM/NIMIT,ME/Andheri/Sagar Mitra/0406;04.06.2025;Rahul
JSC-00932/25-26;05.06.2025;MALTI LAB SOLUTIONS PRIVATE LIMITED;Thane;Maharashtra;1823-047;GF/D 4.7CM 100/PK;461 GF Lab Catalogue;1;5829;5829;;;;42.00;0;1,00E+11;05.06.2025;TRACKON COURIER P.LTD;SOP-00930/25-26,SOP-00923/25-26;MLS/KAM/NIMIT,ME/Andheri/Sagar Mitra/0406;04.06.2025;Rahul
JSC-00933/25-26;05.06.2025;SHREE BALAJI ENTERPRISES;Siliguri;West Bengal;6872-2504;GD/X 25/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;4;24107.2;96428.8;114199;0;350;42.67;0;100422811;05.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00926/25-26;ORDER DATED 04.06.2025;04.06.2025;Sudip
JSC-00934/25-26;05.06.2025;LAB INST & CHEM.(AMBALA CANTT);Ambala;Haryana;1540-125;GR 540 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;3;4541.4;13624.2;47545;0;220;42.00;0;200277169;05.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00941/25-26;47;05.06.2025;Nitin
JSC-00934/25-26;05.06.2025;LAB INST & CHEM.(AMBALA CANTT);Ambala;Haryana;2800-250;THIMBLE ST 25x100MM 25/PK;469 CF Lab Catalogue Thimbles;3;8816;26448;;;;42.00;0;200277169;05.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-00941/25-26;47;05.06.2025;Nitin
JSC-00935/25-26;05.06.2025;S.K.TRADERS (INDORE) SEZ;Indore;Madhya Pradesh;GFAE047100;A/E Glass fiber Disc filter,47mm, 100/PK;PALL LIFESCIENCE;30;1500;45000;45600;0;600;85.15;0;51599596510;05.06.2025;BLUE DART EXPRESS LTD;SOP-00902/25-26;XP2500338/RT;02.06.2025;Jitender
JSC-00936/25-26;05.06.2025;CIPLA LTD (UNIT 2) P;Thane;Maharashtra;6872-2504;GD/X 25/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;5;23700;118500;244319;0;0;43.64;0;51599596532;05.06.2025;BLUE DART EXPRESS LTD;SOP-00921/25-26;4800743650;04.06.2025;Rahul
JSC-00936/25-26;05.06.2025;CIPLA LTD (UNIT 2) P;Thane;Maharashtra;6874-1304;Whatman GD/X 13/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;5;17710;88550;;;;41.80;0;51599596532;05.06.2025;BLUE DART EXPRESS LTD;SOP-00921/25-26;4800743650;04.06.2025;Rahul
JSC-00937/25-26;05.06.2025;MEDITAB SPECIALITIES PVT.LTD.(GOA);Goa;Goa;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;3;3570;10710;12638;0;0;42.33;0;51599596543;05.06.2025;BLUE DART EXPRESS LTD;SOP-00940/25-26;4800743959;05.06.2025;Rahul
JSC-00938/25-26;06.06.2025;JIGNESH AGENCY PVT LTD(HIMACHAL);Baddi;Himachal Pradesh;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;5;3456.8;17284;150484;0;600;42.00;0;58151747931;06.06.2025;BLUE DART EXPRESS LTD;SOP-00953/25-26,SOP-00553/25-26;000913SR,000557VP;13.05.2025;Nitin
JSC-00938/25-26;06.06.2025;JIGNESH AGENCY PVT LTD(HIMACHAL);Baddi;Himachal Pradesh;1822-10254;Whatman GF/C Filter paper 150mm;461 GF Lab Catalogue;5;21929;109645;;;;0.00;0;58151747931;06.06.2025;BLUE DART EXPRESS LTD;SOP-00953/25-26,SOP-00553/25-26;000913SR,000557VP;13.05.2025;Nitin
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1001-110;GR 1 11.0CM 100/PK;467 CF Lab Catalogue Qualitative;12;997.6;11971.2;576515;0;0;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1001-240;GR 1 24.0CM 100/PK;467 CF Lab Catalogue Qualitative;1;4234;4234;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;5;10817;54085;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1002-070;GR 2 7.0CM 100/PK;467 CF Lab Catalogue Qualitative;11;1154.2;12696.2;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1004-070;GR 4 7CM 100/PK;467 CF Lab Catalogue Qualitative;20;962.8;19256;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1004-917;GR 4 46x57CM 100/PK;467 CF Lab Catalogue Qualitative;1;22608.4;22608.4;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;10;3456.8;34568;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;13;3590.2;46672.6;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1442-090;GR 42 9CM 100/PK;468 CF Lab Catalogue Quantitative;5;2366.4;11832;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1703-050;ASHLESS CLIPPINGS 500g/PK;471 Lab Catalogue Speciality;2;4924.2;9848.4;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1822-055;GF/C 5.5CM 100/PK;461 GF Lab Catalogue;1;5399.8;5399.8;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1822-070;GF/C 7CM 100/PK;461 GF Lab Catalogue;1;7052.8;7052.8;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1823-047;GF/D 4.7CM 100/PK;461 GF Lab Catalogue;11;5829;64119;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;1442-917;GR 42 46 x 57CM 100/PK;468 CF Lab Catalogue Quantitative;2;40843.6;81687.2;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;3001-917;GR 1CHR 46x57CM 100/PK;470 CF Lab Catalogue Chroma Paper;1;20236.2;20236.2;;;;42.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00939/25-26;06.06.2025;NEELAM SCIENTIFIC;Ahmedabad;Gujarat;6809-4012;Whatman ANOTOP Plus 25/0.1 50/PK;490 EF Lab Cat Syringe Filters;2;45693.9;91387.8;;;;37.00;0;401015;07.06.2025;NARANJI PERAJ TRANSPORT CP;SOP-00943/25-26,SOP-00828/25-26,SOP-00466/25-26;NS/PO-JSC/05062025/Q1,NS/PO-JSC/28052025/1,NS/PO-JSC/07052025/1;05.06.2025;Shishir
JSC-00940/25-26;06.06.2025;JIGNESH AGENCY PVT LTD(HIMACHAL);Baddi;Himachal Pradesh;1822-10254;Whatman GF/C Filter paper 150mm;461 GF Lab Catalogue;2;21929;43858;543415;0;0;0.00;0;4162804481;07.06.2025;V Trans;SOP-00260/25-26,SOP-00596/25-26,SOP-06217/24-25;000268VP,000585SR,004611;23.04.2025;Nitin
JSC-00940/25-26;06.06.2025;JIGNESH AGENCY PVT LTD(HIMACHAL);Baddi;Himachal Pradesh;1822-10254;Whatman GF/C Filter paper 150mm;461 GF Lab Catalogue;4;21929;87716;;;;0.00;0;4162804481;07.06.2025;V Trans;SOP-00260/25-26,SOP-00596/25-26,SOP-06217/24-25;000268VP,000585SR,004611;23.04.2025;Nitin
JSC-00940/25-26;06.06.2025;JIGNESH AGENCY PVT LTD(HIMACHAL);Baddi;Himachal Pradesh;1822-10254;Whatman GF/C Filter paper 150mm;461 GF Lab Catalogue;15;21929.8;328947;;;;0.00;0;4162804481;07.06.2025;V Trans;SOP-00260/25-26,SOP-00596/25-26,SOP-06217/24-25;000268VP,000585SR,004611;23.04.2025;Nitin
JSC-00941/25-26;06.06.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1822-915;GF/C 46x57CM 25/PK;461 GF Lab Catalogue;8;40791.4;326331.2;385602;0;450;42.00;0;2,01E+11;07.06.2025;Mahavir Courier;SOP-06185/24-25;275;31.03.2025;Shishir
JSC-00942/25-26;06.06.2025;DODAL ENTERPRISES(NEW);Aurangabad;Maharashtra;1442-917;GR 42 46 x 57CM 100/PK;468 CF Lab Catalogue Quantitative;25;39435.2;985880;1104186;0;0;44.00;0;BHI204453;07.06.2025;KALAYATAN CARGO AND LOGISTICS PRIVATE LIMITED;SOP-00759/25-26;W5007;23.05.2025;Ashish
JSC-00943/25-26;06.06.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;3020-917;GR 20CHR 46x57CM 100/PK;470 CF Lab Catalogue Chroma Paper;2;50251.2;100502.4;112563;0;0;42.00;0;BHWN/87;07.06.2025;SHARMA TRANSPORT;SOP-06229/24-25;225101085;31.03.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;4457TC;ACRODISC 13mm with 0.45um PVDF 100pk;PALL LIFESCIENCE;5;29269.8;146349;837315;0;0;0.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;AP-4919;Acrodisc PSF 25mm GF/wwPTFE .45um 200pk;PALL LIFESCIENCE;3;46620;139860;;;;0.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;6054500;Acrodisc 25mm PVDF .45 V-PREP 1000pk;PALL LIFESCIENCE;10;27820;278200;;;;0.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;AP-4523;Acrodisc PSF GLASS 1um 200/50pk;PALL LIFESCIENCE;1;34114.5;34114.5;;;;37.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;4612;Acrodisc 25mm SUPOR .2um gam 50pk;PALL LIFESCIENCE;10;3603.6;36036;;;;37.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;7221I;Emfab Pallflex TX40 HI20-WW 47mm 100pk;PALL LIFESCIENCE;4;11650;46600;;;;46.31;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;9913-2504;Whatman Uniflo 25mm 0.45 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;5;2551.5;12757.5;;;;37.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;1113-110;GR 113 11CM 100/PK;467 CF Lab Catalogue Qualitative;1;2366.4;2366.4;;;;42.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;1444-110;GR 44 11CM 100/PK;468 CF Lab Catalogue Quantitative;1;3329.2;3329.2;;;;42.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00944/25-26;06.06.2025;THE ILECO;Chennai;Tamil Nadu;1001-110;GR 1 11.0CM 100/PK;467 CF Lab Catalogue Qualitative;10;997.6;9976;;;;42.00;0;282091247;06.06.2025;DELHIVERY LIMITED;SOP-00951/25-26,SOP-00597/25-26,SOP-00696/25-26,SOP-00125/25-26;307,161,185,35;14.05.2025;Elumalai
JSC-00945/25-26;06.06.2025;AMALGAMATED SUPPLIERS;Kolkata;West Bengal;9916-1302;Whatman Uniflo 13mm 0.2 PES S 100/PK;490 EF Lab Cat Syringe Filters;1;5978.7;5978.7;7763;0;600;37.00;0;51599596661;07.06.2025;BLUE DART EXPRESS LTD;SOP-00668/25-26;Email;19.05.2025;Arnab
JSC-00946/25-26;06.06.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;10347671;B2 76x76MM 500/PK;471 Lab Catalogue Speciality;2;4912.6;9825.2;12302;0;600;42.00;0;51599596650;07.06.2025;BLUE DART EXPRESS LTD;SOP-00621/25-26;66;16.05.2025;Sreenivas Mandadi
JSC-00947/25-26;06.06.2025;HINDUSTAN TRADERS (NEW);Rourkela;Odisha;1442-917;GR 42 46 x 57CM 100/PK;468 CF Lab Catalogue Quantitative;48;27252;1308096;1475148;0;9000;60.00;0;51599596646;07.06.2025;BLUE DART EXPRESS LTD;SOP-05673/24-25;HT/24-25/HT/07.03.25;07.03.2025;Arnab
JSC-00948/25-26;06.06.2025;ICON BIOSYSTEMS;Hyderabad;Telangana;ODPTFE02C34;NANOSEP 0.2UM wwPTFE 100/PK;PALL LIFESCIENCE;1;15302.7;15302.7;31304;0;600;37.00;0;51599596635;07.06.2025;BLUE DART EXPRESS LTD;SOP-00700/25-26,SOP-00362/25-26;IB-25-26-10,IB-25-26-6;29.04.2025;Sreenivas Mandadi
JSC-00948/25-26;06.06.2025;ICON BIOSYSTEMS;Hyderabad;Telangana;60301I;Disc 47 mm Supor .2 μm 100 pk;HLSS;3;3542;10626;;;;63.86;0;51599596635;07.06.2025;BLUE DART EXPRESS LTD;SOP-00700/25-26,SOP-00362/25-26;IB-25-26-10,IB-25-26-6;29.04.2025;Sreenivas Mandadi
JSC-00949/25-26;06.06.2025;ISCIENCE INNOVATION;Bengaluru;Karnataka;MAP030C36;Macrosep ADV Omega 30k 6pk;PALL LIFESCIENCE;2;6306.3;12612.6;15591;0;600;37.00;0;51599596591;07.06.2025;BLUE DART EXPRESS LTD;SOP-00620/25-26;ISI/PO/25-26/9;16.05.2025;Vishnu Kiran
JSC-00950/25-26;06.06.2025;VEHAN LIFESCIENCES INDIA PRIVATE LIMITED;Hyderabad;Telangana;OAPMPUNV;Minimate EVO system 1pk;PALL LIFESCIENCE;1;514867.5;514867.5;608724;0;1000;37.00;0;51599596613;07.06.2025;BLUE DART EXPRESS LTD;SOP-00649/25-26;PO# 20;17.05.2025;Sreenivas Mandadi
JSC-00951/25-26;06.06.2025;VM Sciences;Banglore;Karnataka;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;1;2557.8;2557.8;66179;0;600;37.00;0;51599596624;07.06.2025;BLUE DART EXPRESS LTD;SOP-00669/25-26,SOP-00694/25-26,SOP-00824/25-26;VMB-PO/0525/0035,VMB-PO/0525/0036,VMB-PO/0525/0043;19.05.2025;Vishnu Kiran
